계약번호,계약명,업무구분명,계약체결형태명,계약체결방법명,계약체결일자,계약기간,계약기관구분명,계약기관명,계약기관담당부서명,계약기관담당자명,수요기관구분명,수요기관명,대표업체명
KD91GD08O07,S/P FOR TRACKED VEHICLE (제이씨교역),외자,총액제,일반경쟁,2019-08-09,2019-08-09~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,JC TRADE
KD91GD08O08,S/P FOR TRACKED VEHICLE (제이씨교역),외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,JC TRADE
KD91JO08O04,EQUIPMENT FUEL,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,ITS Enterprise Corp.
KD92AD08H05,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,iMarketKorea Inc.
KD92AD08H06,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,iMarketKorea Inc.
KD92BD08O18,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,iMarketKorea Inc.
KD92BD08O19,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,iMarketKorea Inc.
KD92CD08P54,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,iMarketKorea Inc.
KD92CD08P77,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ydglobal
KD92DD08O16,S/P FOR COMMUNICATION EQUIPMENT,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,LnZ Optronics
KD92JO08O02,EQUIPMENT FUEL,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2020-03-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,ITS Enterprise Corp.
KD93JO08O03,EQUIPMENT FUEL,외자,총액제,일반경쟁,2019-08-09,2019-08-09~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박경구,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08P51,AH-1S 부속(코인테),외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,Coin-Tech.co
KD91AD08P76,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91AD08Q04,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91AD08Q05,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91AD08Q06,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"DK M-TECH CO., LTD."
KD91DD08O05,S/P FOR COMMUNICATION EQP'T (해성상사),외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD91ED08O16,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,IKMAL MUHENDISLIK
KD91ED08O18,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,"DACAN CO., LTD."
KD91GD08O23,S/P TRACKER VEHICLE (아이마켓코리아),외자,단가제(최저가),일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,iMarketKorea Inc.
KD91GD08O24,S/P FOR TRACKED VEHICLE (해성상사),외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,HAE-SUNG TRADING COMPANY
KD92AD08H25,S/P FOR AIRCRAFT,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-09-30,국가기관,방위사업청,미래전력사업국제확정계약팀,김성민,국가기관,방위사업청,"DACAN CO., LTD."
KD92AD08H41,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-08-12,2019-08-12~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,Nano-Tech Aviation Limited
KD92AD08H42,S/P FOR AIRCRAFT,외자,단가제(최저가),일반경쟁,2019-08-12,2019-08-12~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,Nano-Tech Aviation Limited
KD92CD08P76,S/P for Warships,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,ydglobal
KD92CD08P94,S/P FOR SUBMARINE,외자,총액제,일반경쟁,2019-08-12,2019-08-12~2021-03-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,Nano-Tech Aviation Limited
KD92KC09O01,7.62mm 저격용 철갑탄,외자,총액제,2단계경쟁(동시),2019-08-12,2019-08-12~2020-06-19,국가기관,방위사업청,국제장비계약팀(구:19.09.16),김진우,국가기관,방위사업청,KOREA CONTINENTAL CORPORATION
KD91AD08P61,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,AEROMETALS
KD91DD08O03,S/P FOR COMMUNICATION EQP'T (ITS),외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD91ED08O06,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,BH INTERNATIONAL
KD91ED08O23,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,ydglobal
KD91FD08O04,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김태민,국가기관,방위사업청,PART ONE
KD91GD08O17,S/P FOR TRACKED VEHICLE (ITS),외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD91GD08O27,S/P FOR TRACKED VEHICLE (ITS),외자,총액제,일반경쟁,2019-08-13,2019-08-13~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD92CD08P47,S/P for Warships,외자,단가제(최저가),일반경쟁,2019-08-13,2019-08-13~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김웅호,국가기관,방위사업청,"DACAN CO., LTD."
KD91GA09O01,전방지역 연료재보급장비,외자,단가제(최저가),수의계약,2019-08-14,2019-08-14~2019-11-02,국가기관,방위사업청,국제장비계약팀(구:19.09.16),남원석,국가기관,방위사업청,"DK Corp, LTD"
KD93AB04O04,19~'23 CN-235 부품정비(B),외자,내역입찰(최저가),수의계약,2019-08-14,2019-08-14~2023-12-31,국가기관,방위사업청,대정부계약팀(구:19.09.16),변성훈,국가기관,방위사업청,AIRBUS DEFENCE AND SPACE SA
KD91GM08J03,S/P FOR K-1 TANK TRANSMISSION,외자,리스입찰,수의계약,2019-08-16,2019-08-16~2020-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),정수진,국가기관,방위사업청,ZF FRIEDRICHSHAFEN AG
KD93AB04O05,19-20 AS-332 기관 부품정비(B),외자,내역입찰(최저가),수의계약,2019-08-16,2019-08-16~2020-12-31,국가기관,방위사업청,대정부계약팀(구:19.09.16),변성훈,국가기관,방위사업청,Safran Helicopter Engines Asia
KD91AD08P63,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-19,2019-08-19~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,Defense Technology Equipment Inc
KD91AD08P94,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-19,2019-08-19~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박신영,국가기관,방위사업청,iMarketKorea Inc.
KD91GD08O11,S/P FOR TRACKED VEHICLE (화일),외자,총액제,일반경쟁,2019-08-19,2019-08-19~2019-11-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,HWAIL COMPANY
KD91GD08O22,S/P FOR TRACKED VEHICLE (와이디글로벌),외자,총액제,일반경쟁,2019-08-19,2019-08-19~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ydglobal
KD93AB04O06,19-20 C-130H/CN-235 자체보호장비 부품정비,외자,내역입찰(최저가),수의계약,2019-08-19,2019-08-19~2023-12-31,국가기관,방위사업청,대정부계약팀(구:19.09.16),변성훈,국가기관,방위사업청,ELBIT SYSTEMS EW AND SIGINT-ELISRA
KD91AD08P48,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,snmengineering
KD91AD08P69,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"DACAN CO., LTD."
KD91AD08P85,S/P FOR ARMYHELICOPTER,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08Q14,"S/P FOR UH-60, BO-105",외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,"KONECT WORLD CO., LTD."
KD91AD08Q16,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,Centro International Inc.
KD91FD08O15,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,Coin-Tech.co
KD91FD08O18,S/P FOR ANTI AIR EQP'T,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),윤효주,국가기관,방위사업청,ydglobal
KD91GD08O25,S/P FOR TRACKED VEHICLE (와이디글로벌),외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ydglobal
KD92BD08O20,S/P FOR NAVAL FIREPOWER SYSTEMS,외자,총액제,일반경쟁,2019-08-20,2019-08-20~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김성민,국가기관,방위사업청,ST INTERNATIONAL
KD92CD08P66,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2019-08-20,2019-08-20~2020-10-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD92CD08P67,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2019-08-20,2019-08-20~2020-10-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD92CM08O01,해군 추진제어 부품구매 BOA,외자,내역입찰(최저가),수의계약,2019-08-20,2019-08-20~2020-12-10,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김요나,국가기관,방위사업청,L-3 COMMUNICATIONS MAPPS
KD92KC09O02,12게이지 충격식 특수점토탄,외자,단가제(최저가),2단계경쟁(동시),2019-08-20,2019-08-20~2020-06-19,국가기관,방위사업청,국제장비계약팀(구:19.09.16),김진우,국가기관,방위사업청,AVIXKOREA
KD93DD08O01,S/P FOR KAM-1000S,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,"AMKO ENTERPRISE, INC"
KD93DD08O02,S/P FOR ETC COMMUNICATION PARTS,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,Nano-Tech Aviation Limited
KD93FD08O03,S/P FOR MSQ-520K,외자,총액제,일반경쟁,2019-08-20,2019-08-20~2020-09-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김유라,국가기관,방위사업청,GBI KOREA
KD91AD08P45,S/P FOR AH-1S(다칸),외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,"DACAN CO., LTD."
KD91AD08P66,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,AEW COMPANY
KD91AD08P71,S/P FOR AH-1S(에스엠엔지니어링),외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김재희,국가기관,방위사업청,snmengineering
KD91AD08P73,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,S.O.I.AVIATION
KD91AD08P84,S/P FOR UH-60,외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91AD08Q03,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,ITS Enterprise Corp.
KD91DD08O06,S/P FOR COMMUNICATION EQP'T (ITS),외자,단가제(최저가),일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박아름,국가기관,방위사업청,ITS Enterprise Corp.
KD91ED08O22,S/P FOR GENERAL EQUIPMENT,외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),박보영,국가기관,방위사업청,Coin-Tech.co
KD91GD08O26,S/P FOR MOBILE EQP'T (ITS),외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD91GD08O31,S/P FOR MOBILE EQP'T (ITS),외자,단가제(최저가),일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),최인선,국가기관,방위사업청,ITS Enterprise Corp.
KD91MD08O01,S/P FOR CHEMICAL,외자,총액제,일반경쟁,2019-08-21,2019-08-21~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),김태민,국가기관,방위사업청,CKS
KD92CD08P63,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2019-08-21,2019-08-21~2020-10-31,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD92CD08P64,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2019-08-21,2019-08-21~2021-03-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD92CD08P65,S/P FOR SUBMARINE,외자,단가제(최저가),일반경쟁,2019-08-21,2019-08-21~2021-03-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),주홍길,국가기관,방위사업청,ATLAS Naval Engineering Company Ltd.
KD91AD08P49,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-26,2019-08-26~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,HWAIL COMPANY
KD91AD08P62,S/P FOR UH-1H(아이마케코리아),외자,총액제,일반경쟁,2019-08-26,2019-08-26~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,iMarketKorea Inc.
KD91AD08P65,S/P FOR CH-47D,외자,총액제,일반경쟁,2019-08-26,2019-08-26~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,snmengineering
KD91AD08P95,S/P FOR 500MD,외자,총액제,일반경쟁,2019-08-26,2019-08-26~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),임우정,국가기관,방위사업청,"BEBESTO Co.,LTD"
KD91AD08Q08,S/P FOR UH-1H(비베스토),외자,총액제,일반경쟁,2019-08-26,2019-08-26~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이지원,국가기관,방위사업청,"BEBESTO Co.,LTD"
KD91AD08Q10,S/P FOR UH-60,외자,총액제,일반경쟁,2019-08-26,2019-08-26~2020-06-30,국가기관,방위사업청,국제부품계약팀(구:19.09.16),이영수,국가기관,방위사업청,CKS
KD91AD08Q13,"S/P FOR CH-47D, ARMYHELICOPTER",외자,총액제,일반경쟁,2019-08-26,2019-08-26~,국가기관,방위사업청,국제부품계약팀(구:19.09.16),인민식,국가기관,방위사업청,iMarketKorea Inc.
